,AGOP,PCA,MI,SHAP,Perm
cat__Exterior2nd_Stone,0.0005726097,9.201272387185426e-06,0.0,0.9923719677511348,6625.6
cat__Exterior1st_CBlock,0.0005638458,2.79559460469447e-06,0.0,0.0,982.4
cat__Exterior2nd_CBlock,0.0005638458,2.79559460469447e-06,0.0092779662438462,0.0,982.4
cat__Exterior2nd_AsphShn,0.00054312765,6.954358063772462e-06,0.0,0.0,2276.8
cat__ExterCond_Ex,0.00053846394,6.010420264204069e-06,0.0030676400110438,0.1538804045376941,275.2
cat__SaleType_Oth,0.00041796314,2.5112981075894456e-06,0.0014108792136251,0.7167185002853991,710.4
cat__Condition1_RRNe,0.00037226308,1.7775236938513022e-06,0.0,0.0049586187214611,-854.4
cat__Street_Pave,0.00035985617,3.407815219866009e-06,0.0,0.6584847138983937,572.8
cat__Street_Grvl,0.0003598461,3.407815219866008e-06,0.0,0.6675039954337824,640.0
cat__Heating_Floor,0.00032064226,9.401882228391124e-06,0.0,0.0,166.4
cat__Heating_Grav,0.0002955241,5.414941999127146e-05,0.0,2.169470105593881,-3894.4
cat__Utilities_AllPub,0.00027901662,1.095995000251658e-08,0.0003707376982788,0.0,6596.8
cat__Utilities_NoSeWa,0.00027900987,1.0959950002516569e-08,0.0,0.0,6641.6
cat__Condition2_Feedr,0.00027667076,1.5668935398650643e-05,0.0049263946532269,1.962424300799098,3606.4
cat__SaleType_ConLw,0.0002549342,8.355018803707644e-08,0.0,0.0918660459474874,-5577.6
cat__SaleCondition_AdjLand,0.0002504529,3.1062887555709424e-05,0.0,1.033839237300328,-688.0
cat__Foundation_Stone,0.0002289481,1.1276957100397068e-05,0.0115982638136939,0.0966455122716958,13491.2
cat__Condition2_PosN,0.00022603074,2.9798434844806025e-05,0.0,1.6792362835328507,-205872.0
cat__HeatingQC_Po,0.00021876418,7.87722891264557e-06,0.0062135409302748,0.0,-916.8
cat__HouseStyle_1.5Unf,0.00019899238,6.659659185704743e-05,0.0097768128332069,0.4145232234588021,1624.0
cat__RoofStyle_Shed,0.00019098869,1.1913823538514013e-07,0.0,0.0,1795.2
cat__MSSubClass_45,0.00015819145,5.190423914322647e-05,0.0036170839214784,1.1050255244009592,-608.0
cat__Exterior1st_Stone,0.00015763099,1.4439999968220365e-08,0.0074481890307219,0.576211668807062,8076.8
cat__Neighborhood_Blueste,0.00014502075,3.412239182811729e-07,0.0028287993320993,0.1891960973173489,1500.8
cat__HouseStyle_2.5Fin,0.0001445474,5.629541178487724e-06,0.0040715993443531,0.5592866188641876,3784.0
cat__Exterior1st_AsphShn,0.00010742008,1.1534879566412215e-05,0.0023750761513278,0.0,60.8
cat__GarageQual_Po,8.196135e-05,1.4612934068516095e-05,0.0023877858647542,0.0980988156392646,116.8
cat__Condition2_Artery,8.072189e-05,8.685150751259924e-06,0.010730147196631,0.6914260666381036,2980.8
cat__Condition2_RRAn,7.7958415e-05,3.391334549272567e-07,0.0122563206407784,0.0,-492.8
cat__RoofMatl_Roll,6.525804e-05,3.489726010861102e-06,0.0,0.0,-17.6
cat__Heating_OthW,6.0295675e-05,2.249844217543562e-05,0.0,0.0,7992.0
cat__Heating_Wall,5.951079e-05,3.654365722937331e-05,0.0,0.1233129815924747,-558.4
cat__PoolQC_Fa,4.659167e-05,8.982746260999015e-07,0.0,0.8030482662673963,481.6
cat__RoofMatl_WdShake,3.8590955e-05,1.8028353081971235e-06,0.0,0.1066390018550292,588.8
cat__MiscFeature_Othr,2.623454e-05,2.3549001170719654e-05,0.0,0.0672163420376744,105.6
cat__MiscFeature_TenC,2.5225349e-05,1.3621781381194231e-06,0.0076435082880831,0.0,425.6
cat__Exterior1st_ImStucc,1.9951864e-05,2.4173217530665105e-06,0.0075417149374987,0.0,192.0
cat__PoolQC_Gd,8.484554e-06,1.6889346339748964e-05,0.0005831907450051,0.0094871040239752,-814.4
cat__RoofMatl_ClyTile,8.484554e-06,2.902991488754392e-05,0.0,0.0,-33.6
cat__Condition2_RRAe,3.936572e-06,1.5901128631712945e-07,0.0,0.0,-46.4
cat__MiscFeature_Gar2,3.936572e-06,1.5901128631712945e-07,0.0,0.064518835616438,-48.0
cat__BsmtCond_Po,2e-08,1.4648595943193373e-05,0.0,0.0023663848458928,-22.4
cat__Exterior2nd_Other,2e-08,8.022530827060483e-06,0.0056027495173902,0.0,-174.4
cat__ExterCond_Po,2e-08,7.109084757187526e-06,0.0,0.0,41.6
